Column1
1,2866532343000001e6
1,3220002227000005e6
1,3599787642e6
1,2571575181000002e6
1,3215547783999997e6
1,2513087685e6
1,3648896776000003e6
1,347591552e6
1,2598408350000002e6
1,2680013535000002e6
1,3107919470999998e6
1,3401111555e6
1,2719680922000003e6
1,2795407014000001e6
1,2881872504999996e6
1,3777955621000002e6
8,385844323260002e6
8,3207168926e6
8,46996862893e6
8,44556711005e6
7,84330850367e6
7,9464577687e6
7,86837796639e6
7,850773968799999e6
4,79632089295e6
4,867090410870001e6
4,658164343409999e6
4,75653795864e6
4,00693339371e6
4,01962505907e6
3,9550812708099997e6
3,97466684772e6
3,9304377884000004e6
4,0412785289e6
4,1238716959000006e6
4,0006685191900004e6
3,5745034314e6
3,5670400655999994e6
3,518509433500001e6
3,4983250996000003e6
