Column1
1,2481429000000001e6
1,2481429000000001e6
1,2481429000000001e6
1,2481429000000001e6
1,2481429000000001e6
1,2481429000000001e6
1,2481429000000001e6
1,2481429000000001e6
1,2481429000000001e6
1,2481429000000001e6
1,2481429000000001e6
1,2481429000000001e6
1,2481429000000001e6
1,2481429000000001e6
1,2481429000000001e6
1,2481429000000001e6
4,0787371063e6
4,0787371063e6
4,0787371063e6
4,0787371063e6
3,4021424858299997e6
3,4021424858299997e6
3,4021424858299997e6
3,4021424858299997e6
2,93575753109e6
2,93575753109e6
2,93575753109e6
2,93575753109e6
2,3221056325700004e6
2,3221056325700004e6
2,3221056325700004e6
2,3221056325700004e6
2,723978768000001e6
2,723978768000001e6
2,723978768000001e6
2,723978768000001e6
2,1536394094000002e6
2,1536394094000002e6
2,1536394094000002e6
2,1536394094000002e6
