Column1
1,3443927915000003e6
1,3547232089e6
1,3600523139000002e6
1,3455428266e6
1,4093020187000006e6
1,2854638900000001e6
1,3719572282000002e6
1,3701443667e6
1,4344911733999997e6
1,3867621365999999e6
1,4016660929e6
1,4085136655000004e6
1,3905094979000003e6
1,4024735417999998e6
1,3830587548e6
1,4188405187000004e6
8,59244876131e6
8,6550192421e6
8,71556148456e6
8,6688070129e6
7,91907710587e6
8,04329363634e6
8,02468372583e6
7,8702880862e6
4,97865290748e6
5,01330370698e6
4,77087008072e6
4,86895240178e6
4,09281940484e6
4,0268654782600002e6
4,02817514256e6
4,1332603908600006e6
4,0813615672000004e6
4,1025640399999996e6
4,202143240300002e6
4,1209126518e6
3,6953978507e6
3,5851857411e6
3,654077912600001e6
3,603843249e6
