Column1
1,3650468927000004e6
1,3703604695000001e6
1,5121934309e6
1,3686304621000001e6
1,5204801997e6
1,3318364018e6
1,4438652125000001e6
1,4125366232999996e6
1,4776651985999995e6
1,3125593729000003e6
1,3595118628e6
1,4294209454e6
1,3940696334000004e6
1,3935679584e6
1,3757267007e6
1,4838365971e6
8,877357532170001e6
8,73292980556e6
8,91076105577e6
8,7386469888e6
8,184894891249999e6
8,12299722537e6
8,01017804356e6
7,8702880862e6
5,14194217045e6
5,1241986263500005e6
4,901677500360001e6
4,973453882999999e6
4,25451515478e6
4,383587456250001e6
4,26670505584e6
4,221605128219999e6
4,322579530199999e6
4,337456385499999e6
4,3937335834e6
4,322691334350001e6
3,6148598224e6
3,8470490052000005e6
3,6994208076e6
3,7311105002000006e6
